CourseNumber,CourseTitle,CourseDescription,CourseDepartment
SPAN 414,Languages of Spain I,"Study of the language and culture of one of the languages of Spain other than Spanish.  Selection will vary according to term: Catalan, Euskera (Basque), Galician.",SPANISH
SPAN 415,Languages of Spain II,"  Continuation of the study of the language and culture of one of the languages of Spain other than Spanish.  Selection will vary according to term: Catalan, Euskera, Galician.",SPANISH
SPAN 416,Languages of the Americas I,"Study of the language and culture of one of the languages of Spanish America other than Spanish.  Selection will vary according to term: Mayan, Nahuatl, Quechua, Guarani.",SPANISH
SPAN 417,Languages of the Americas II," Continuation of the study of the language and culture of one of the languages of Spanish America other than Spanish. Selection will vary according to term: Mayan, Nahuatl, Quechua, Guarani.",SPANISH
SPAN 601,Spanish for Reading,For students with no background in Spanish or those needing a review of grammatical structures and vocabulary in preparation for the reading knowledge exam for graduate students (FLPA).,SPANISH
SPAN 613,Colonial and 19th-Century Spanish American Literature," Advanced survey of literary works from 16th- through 19th-century Spanish America, with emphasis on their rhetorical foundations and historical, political, and aesthetic connections.",SPANISH
SPAN 614,Modernist and Contemporary Spanish American Literature," Advanced survey of Spanish American works from the 1880s through the present, with emphasis on their rhetorical foundations and historical, cultural, political, and aesthetic connections.",SPANISH
SPAN 617,Cervantes and the Quijote," Close reading of Cervantes' Quijote and selected Novelas ejemplares, with consideration of the background of Renaissance prose (romance of chivalry, pastoral, and sentimental novel) in relation to 16th-century historiography.",SPANISH
SPAN 620,Women in Hispanic Literature, The image of woman in 16th- and 17th-century Hispanic literature. A study of texts by Spanish and Spanish American authors. Readings in Spanish or in English translation. Lectures in English.,SPANISH
SPAN 621,Literary and Cultural History of the Spanish Language," A historical study of the cultural and societal factors that influence the evolution of the Spanish language and its literature, from its first written documents in the ninth century to literatures written in Spanglish today.",SPANISH
SPAN 625,Indigenous Literatures and Cultures of the Américas,"Panoramic view of indigenous literatures in the Américas through a study of a variety of indigenous textual production including chronicles, manifestos, novels, testimonial narratives, short stories, poetry, artistic production, and film.",SPANISH
SPAN 630,Literature and the Visual Arts in Spain,Study of the literature of the Iberian Peninsula and developments in the visual arts from the Middle Ages to the early 20th century.,SPANISH
SPAN 650,The Spanish Comedia of the Golden Age,  A comprehensive study of the Golden Age Spanish theater from its Renaissance beginnings through the 17th century.,SPANISH
SPAN 661,Film Studies: Iberia and the Americas," Advanced study of the history and theory of film produced in the Spanish- and Portuguese-speaking worlds for beginning graduate students and advanced undergraduates. Readings in film history and theory will build students' knowledge in cultural, political, and aesthetic issues. Class discussions emphasize critical and analytical thought.",SPANISH
SPAN 676,Advanced Spanish Phonology," Topics in Spanish phonology from a range of theoretical perspectives. Autosegmental theory, optimality theory (OT), syllable structure, stress and accent, and the interaction of phonology and morphology.",SPANISH
SPAN 677,Spanish Syntax," Why do we say in Spanish ""me gusta"" (""to me pleases"") for ""I like it""? Syntax studies how words associate in larger structures. This class provides the tools to understand the forms of different varieties of Spanish.",SPANISH
SPAN 678,History of the Spanish Language," SPAN 376 desirable. A theoretical study of the evolution of Spanish from classical and spoken Latin, focusing on phonological, morphological, and syntactic phenomena. Intended for linguistics majors.",SPANISH
SPAN 679,Spanish Pragmatics," This course is an introduction to the study of meaning and language use, with a focus on Spanish. Includes discussion of the classical texts in the field as well as analysis of a variety of data (corpora, fieldwork, and experimental materials).",SPANISH
